Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested,Rating,Location,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Order Accuracy
ORD001734,CUST9501,Blinkit,52:29.5,33,Snacks,206,"Very late delivery, not happy.",2,No,Yes,1.1,Pune,Neutral,Medium,No,In Stock,Incorrect
ORD004341,CUST9553,Swiggy Instamart,26:29.5,19,Snacks,110,Delivery person was rude.,2,No,Yes,3.3,Bangalore,Positive,Low,No,Out of Stock,Correct
ORD003122,CUST8307,Blinkit,20:29.5,28,Dairy,205,Very satisfied with the service.,5,No,No,4.7,Delhi,Negative,Low,Yes,In Stock,Correct
ORD002679,CUST7010,Blinkit,10:29.5,22,Personal Care,1162,Packaging could be better.,3,No,No,4.8,Pune,Negative,Low,No,Out of Stock,Incorrect
ORD001134,CUST4629,Blinkit,42:29.5,20,Dairy,202,Delivery person was rude.,2,No,Yes,4.1,Mumbai,Negative,Low,Yes,Out of Stock,Incorrect
ORD004040,CUST8300,Blinkit,36:29.5,24,Personal Care,1164,Very satisfied with the service.,5,No,No,4.8,Ahmedabad,Negative,Medium,Yes,Out of Stock,Correct
ORD004346,CUST8028,Swiggy Instamart,17:29.5,13,Snacks,479,"Easy to order, loved it!",5,No,No,3.1,Ahmedabad,Neutral,Low,Yes,In Stock,Incorrect
ORD004347,CUST4759,Swiggy Instamart,00:29.5,18,Beverages,617,Wrong item delivered.,1,No,Yes,2.7,Pune,Negative,Medium,Yes,In Stock,Correct
ORD004309,CUST3338,Blinkit,57:29.5,19,Personal Care,1205,Wrong item delivered.,1,No,Yes,4.7,Delhi,Positive,Low,No,In Stock,Correct
ORD004349,CUST7246,Blinkit,48:29.5,34,Personal Care,781,Packaging could be better.,3,No,No,2.7,Jaipur,Positive,Medium,No,Out of Stock,Correct
ORD004350,CUST6742,Swiggy Instamart,53:29.5,23,Personal Care,185,"Very late delivery, not happy.",2,No,Yes,3.7,Hyderabad,Neutral,Low,No,In Stock,Correct
ORD004351,CUST2600,JioMart,24:29.5,25,Dairy,480,"Horrible experience, never ordering again.",1,No,Yes,3.8,Jaipur,Positive,Low,No,Out of Stock,Incorrect
ORD004352,CUST7971,JioMart,08:29.5,49,Dairy,745,"Horrible experience, never ordering again.",1,Yes,Yes,4.9,Hyderabad,Positive,Medium,No,Out of Stock,Incorrect
ORD004353,CUST3193,Swiggy Instamart,37:29.5,12,Grocery,1198,Packaging could be better.,3,No,No,4.7,Pune,Negative,High,No,Out of Stock,Correct
ORD000677,CUST2976,Blinkit,55:29.5,15,Beverages,199,"Very late delivery, not happy.",2,No,Yes,1.6,Delhi,Negative,Medium,No,In Stock,Incorrect
ORD004355,CUST8817,Blinkit,54:29.5,17,Personal Care,1024,"Fast delivery, great service!",5,No,No,2.2,Jaipur,Positive,High,No,In Stock,Incorrect
ORD004356,CUST4809,JioMart,01:29.5,18,Grocery,339,Packaging could be better.,3,No,No,4,Hyderabad,Negative,Low,Yes,In Stock,Correct
ORD004357,CUST2373,JioMart,57:29.5,34,Beverages,756,Delivery person was rude.,2,No,Yes,3.9,Ahmedabad,Positive,Medium,No,Out of Stock,Correct
ORD004358,CUST5641,Swiggy Instamart,28:29.5,46,Personal Care,1572,Items missing from order.,2,Yes,Yes,4,Ahmedabad,Positive,High,No,Out of Stock,Incorrect
ORD004359,CUST9908,JioMart,15:29.5,36,Beverages,172,Wrong item delivered.,1,No,Yes,2.2,Pune,Neutral,Low,No,In Stock,Correct
ORD004360,CUST7695,Swiggy Instamart,32:29.5,45,Personal Care,101,"Very late delivery, not happy.",2,Yes,Yes,1.2,Mumbai,Positive,Low,No,In Stock,Correct
ORD004361,CUST5223,JioMart,31:29.5,10,Grocery,907,"Horrible experience, never ordering again.",1,No,Yes,1.7,Jaipur,Negative,Medium,No,In Stock,Correct
ORD004362,CUST4096,JioMart,01:29.5,34,Beverages,683,"Very late delivery, not happy.",2,No,Yes,3.9,Ahmedabad,Negative,Medium,No,In Stock,Correct
ORD004363,CUST1089,JioMart,17:29.5,39,Dairy,524,Quick and reliable!,5,No,No,2.3,Kolkata,Positive,Medium,Yes,Out of Stock,Incorrect
ORD002809,CUST2678,Blinkit,45:29.5,27,Personal Care,1222,Very satisfied with the service.,5,No,No,1.7,Ahmedabad,Neutral,Medium,Yes,Out of Stock,Correct
ORD002581,CUST6422,Blinkit,52:29.5,18,Grocery,1224,Very satisfied with the service.,5,No,No,3.9,Hyderabad,Negative,Low,Yes,Out of Stock,Incorrect
ORD004366,CUST2930,Blinkit,38:29.5,55,Personal Care,1481,Items missing from order.,2,Yes,Yes,2.1,Pune,Neutral,High,No,Out of Stock,Correct
ORD004367,CUST9515,JioMart,29:29.5,31,Grocery,735,Items missing from order.,2,No,Yes,3.5,Mumbai,Neutral,Medium,Yes,Out of Stock,Incorrect
ORD004368,CUST1117,Swiggy Instamart,40:29.5,26,Fruits & Vegetables,611,Excellent experience!,5,No,No,2.7,Pune,Negative,Medium,Yes,Out of Stock,Incorrect
ORD004369,CUST7144,Swiggy Instamart,31:29.5,41,Snacks,198,"Fast delivery, great service!",5,Yes,No,4.2,Ahmedabad,Neutral,Low,No,In Stock,Incorrect
ORD004370,CUST4365,Swiggy Instamart,09:29.5,41,Fruits & Vegetables,366,Good quality products.,4,Yes,No,3.1,Lucknow,Positive,Low,Yes,Out of Stock,Incorrect
ORD004371,CUST6175,Swiggy Instamart,03:29.5,27,Snacks,244,"Very late delivery, not happy.",2,No,Yes,4,Ahmedabad,Positive,Low,No,In Stock,Correct
ORD004372,CUST7698,Blinkit,41:29.5,24,Fruits & Vegetables,299,"Horrible experience, never ordering again.",1,No,Yes,4.6,Bangalore,Neutral,Low,Yes,Out of Stock,Correct
ORD002106,CUST2196,Blinkit,13:29.5,45,Grocery,1232,"Fast delivery, great service!",5,Yes,No,2.5,Hyderabad,Neutral,Low,Yes,In Stock,Correct
ORD004374,CUST2746,JioMart,44:29.5,25,Personal Care,860,"Horrible experience, never ordering again.",1,No,Yes,1.6,Bangalore,Positive,Medium,Yes,Out of Stock,Incorrect
ORD004375,CUST3535,JioMart,36:29.5,29,Personal Care,1152,Items missing from order.,2,No,Yes,2.8,Hyderabad,Neutral,High,Yes,In Stock,Incorrect
ORD004376,CUST7980,Swiggy Instamart,59:29.5,33,Dairy,668,"Horrible experience, never ordering again.",1,No,Yes,3.6,Bangalore,Neutral,Medium,Yes,Out of Stock,Incorrect
ORD001302,CUST6928,Blinkit,47:29.5,40,Grocery,1234,Items missing from order.,2,No,Yes,2.8,Hyderabad,Negative,Low,Yes,Out of Stock,Incorrect
ORD004378,CUST5281,Swiggy Instamart,32:29.5,30,Dairy,599,Good quality products.,4,No,No,2.2,Kolkata,Negative,Medium,No,In Stock,Correct
ORD004379,CUST9783,JioMart,48:29.5,21,Personal Care,1409,Excellent experience!,5,No,No,4.3,Delhi,Positive,High,No,Out of Stock,Incorrect
ORD004380,CUST7939,JioMart,35:29.5,35,Dairy,549,Good quality products.,4,No,No,4,Chennai,Negative,Medium,No,In Stock,Incorrect
ORD004381,CUST6990,Swiggy Instamart,10:29.5,25,Personal Care,1495,Packaging could be better.,3,No,No,1.1,Kolkata,Positive,High,Yes,Out of Stock,Incorrect
ORD004382,CUST5514,JioMart,34:29.5,45,Grocery,1160,"Not fresh, disappointed.",2,Yes,Yes,3.6,Delhi,Neutral,High,Yes,In Stock,Correct
ORD004383,CUST7511,Swiggy Instamart,20:29.5,31,Personal Care,186,"Not fresh, disappointed.",2,No,Yes,4.9,Ahmedabad,Positive,Low,Yes,Out of Stock,Correct
ORD001080,CUST2627,Blinkit,09:29.5,25,Dairy,198,"Not fresh, disappointed.",2,No,Yes,2.8,Hyderabad,Negative,Low,Yes,In Stock,Incorrect
ORD004385,CUST7770,Swiggy Instamart,10:29.5,36,Grocery,318,Good quality products.,4,No,No,1.7,Chennai,Negative,Low,No,In Stock,Incorrect
ORD004386,CUST8904,Blinkit,17:29.5,41,Beverages,877,"Easy to order, loved it!",5,Yes,No,1.1,Delhi,Positive,Medium,No,In Stock,Correct
ORD002241,CUST7498,Blinkit,37:29.5,24,Dairy,197,Packaging could be better.,3,No,No,2.1,Hyderabad,Positive,Medium,Yes,In Stock,Incorrect
ORD004388,CUST7065,JioMart,49:29.5,18,Dairy,463,Wrong item delivered.,1,No,Yes,2.8,Jaipur,Positive,Low,No,Out of Stock,Incorrect
ORD004389,CUST8925,JioMart,10:29.5,21,Snacks,195,Items missing from order.,2,No,Yes,1.5,Mumbai,Negative,Low,Yes,Out of Stock,Incorrect
ORD004390,CUST5157,JioMart,53:29.5,20,Personal Care,883,Excellent experience!,5,No,No,1.3,Bangalore,Neutral,Medium,Yes,Out of Stock,Incorrect
ORD004391,CUST6024,Swiggy Instamart,50:29.5,21,Grocery,1336,"Very late delivery, not happy.",2,No,Yes,4.4,Pune,Negative,High,Yes,In Stock,Correct
ORD004392,CUST6641,Swiggy Instamart,15:29.5,18,Personal Care,916,Items missing from order.,2,No,Yes,4.4,Chennai,Positive,Medium,Yes,Out of Stock,Correct
ORD004393,CUST7522,JioMart,05:29.5,28,Grocery,1460,"Horrible experience, never ordering again.",1,No,Yes,3.8,Chennai,Positive,High,Yes,Out of Stock,Correct
ORD004394,CUST3262,Swiggy Instamart,07:29.5,37,Grocery,694,Delivery person was rude.,2,No,Yes,4.1,Kolkata,Negative,Medium,Yes,In Stock,Correct
ORD004395,CUST2951,JioMart,07:29.5,17,Personal Care,146,"Very late delivery, not happy.",2,No,Yes,1.1,Jaipur,Neutral,Low,No,Out of Stock,Correct
ORD004396,CUST4764,Swiggy Instamart,02:29.5,23,Personal Care,1863,Excellent experience!,5,No,No,1.5,Kolkata,Neutral,High,No,In Stock,Correct
ORD004397,CUST8317,Blinkit,17:29.5,40,Personal Care,534,Excellent experience!,5,No,No,2.6,Lucknow,Neutral,Medium,Yes,In Stock,Correct
ORD001652,CUST8273,Blinkit,57:29.5,38,Personal Care,1248,Delivery person was rude.,2,No,Yes,3.7,Delhi,Neutral,Medium,Yes,Out of Stock,Incorrect
ORD004399,CUST2642,JioMart,27:29.5,29,Personal Care,639,"Horrible experience, never ordering again.",1,No,Yes,2.2,Jaipur,Neutral,Medium,Yes,Out of Stock,Correct
ORD004400,CUST4513,Swiggy Instamart,48:29.5,35,Fruits & Vegetables,602,Excellent experience!,5,No,No,4.6,Ahmedabad,Positive,Medium,Yes,In Stock,Correct
ORD004401,CUST9328,Swiggy Instamart,24:29.5,50,Snacks,337,"Horrible experience, never ordering again.",1,Yes,Yes,3.5,Mumbai,Positive,Low,No,In Stock,Incorrect
ORD004402,CUST7562,Blinkit,38:29.5,6,Grocery,982,Excellent experience!,5,No,No,1.6,Delhi,Neutral,Medium,Yes,Out of Stock,Correct
ORD004403,CUST6544,Blinkit,45:29.5,16,Grocery,794,Very satisfied with the service.,5,No,No,1.1,Delhi,Neutral,Medium,No,In Stock,Correct
ORD004404,CUST1852,JioMart,44:29.5,32,Dairy,444,Very satisfied with the service.,5,No,No,4.1,Ahmedabad,Neutral,Low,Yes,In Stock,Incorrect
ORD000193,CUST7669,Blinkit,04:29.5,14,Fruits & Vegetables,195,"Very late delivery, not happy.",2,No,Yes,3.7,Mumbai,Neutral,Medium,Yes,In Stock,Incorrect
ORD004406,CUST7375,JioMart,09:29.5,5,Personal Care,460,"Fast delivery, great service!",5,No,No,2.8,Jaipur,Positive,Low,Yes,In Stock,Correct
ORD001005,CUST3153,Blinkit,47:29.5,27,Beverages,195,"Horrible experience, never ordering again.",1,No,Yes,3.8,Kolkata,Neutral,High,Yes,Out of Stock,Correct
ORD004717,CUST8239,Blinkit,18:29.5,42,Grocery,1248,Very satisfied with the service.,5,Yes,No,3,Hyderabad,Neutral,Low,Yes,Out of Stock,Correct
ORD004409,CUST3381,Swiggy Instamart,21:29.5,13,Personal Care,1440,"Horrible experience, never ordering again.",1,No,Yes,2.6,Lucknow,Positive,High,Yes,Out of Stock,Incorrect
ORD000455,CUST8784,Blinkit,34:29.5,33,Grocery,1257,"Not fresh, disappointed.",2,No,Yes,3.5,Lucknow,Positive,Medium,No,In Stock,Correct
ORD004411,CUST8133,Blinkit,41:29.5,16,Personal Care,1355,Quick and reliable!,5,No,No,4.3,Pune,Positive,High,No,In Stock,Correct
ORD004412,CUST2444,JioMart,28:29.5,21,Dairy,304,Excellent experience!,5,No,No,3.3,Bangalore,Negative,Low,Yes,Out of Stock,Incorrect
ORD004413,CUST2049,Blinkit,44:29.5,42,Beverages,586,"Very late delivery, not happy.",2,Yes,Yes,3.5,Hyderabad,Neutral,Medium,Yes,In Stock,Incorrect
ORD004414,CUST5310,JioMart,01:29.5,48,Dairy,479,"Fast delivery, great service!",5,Yes,No,2.9,Lucknow,Positive,Low,No,Out of Stock,Correct
ORD001312,CUST6083,Blinkit,47:29.5,19,Snacks,194,Excellent experience!,5,No,No,3.8,Chennai,Neutral,Low,Yes,Out of Stock,Correct
ORD003551,CUST9759,Blinkit,42:29.5,37,Snacks,193,Quick and reliable!,5,No,No,3.1,Kolkata,Negative,Low,No,In Stock,Incorrect
ORD004417,CUST2311,JioMart,31:29.5,36,Beverages,149,"Easy to order, loved it!",5,No,No,2.9,Kolkata,Neutral,Low,No,In Stock,Incorrect
ORD004418,CUST1618,Swiggy Instamart,47:29.5,21,Fruits & Vegetables,166,"Not fresh, disappointed.",2,No,Yes,3.6,Mumbai,Negative,Low,No,In Stock,Correct
ORD004419,CUST7296,JioMart,24:29.5,20,Fruits & Vegetables,518,Excellent experience!,5,No,No,1.6,Bangalore,Negative,Medium,No,In Stock,Correct
ORD004420,CUST7564,JioMart,40:29.5,36,Fruits & Vegetables,515,Excellent experience!,5,No,No,1.8,Delhi,Positive,Medium,Yes,In Stock,Correct
ORD004421,CUST9536,JioMart,29:29.5,27,Fruits & Vegetables,167,"Easy to order, loved it!",5,No,No,2.1,Delhi,Positive,Low,Yes,Out of Stock,Incorrect
ORD004422,CUST5693,Swiggy Instamart,22:29.5,27,Snacks,348,Wrong item delivered.,1,No,Yes,3.7,Hyderabad,Positive,Low,No,Out of Stock,Incorrect
ORD004423,CUST1941,Blinkit,44:29.5,18,Personal Care,1328,"Horrible experience, never ordering again.",1,No,Yes,1.1,Delhi,Positive,High,Yes,Out of Stock,Incorrect
ORD004424,CUST3871,JioMart,48:29.5,19,Snacks,323,Items missing from order.,2,No,Yes,2.6,Mumbai,Positive,Low,No,In Stock,Incorrect
ORD004425,CUST9099,JioMart,33:29.5,30,Beverages,967,"Horrible experience, never ordering again.",1,No,Yes,1.6,Hyderabad,Positive,Medium,No,In Stock,Correct
ORD004426,CUST8192,Swiggy Instamart,38:29.5,25,Fruits & Vegetables,572,Items missing from order.,2,No,Yes,2.6,Pune,Positive,Medium,Yes,Out of Stock,Incorrect
ORD004427,CUST1175,JioMart,16:29.5,30,Grocery,913,Items missing from order.,2,No,Yes,1,Bangalore,Positive,Medium,Yes,Out of Stock,Incorrect
ORD004277,CUST2856,Blinkit,19:29.5,41,Personal Care,1272,Items missing from order.,2,Yes,Yes,4.7,Chennai,Neutral,Low,Yes,In Stock,Correct
ORD004429,CUST9489,Swiggy Instamart,03:29.5,31,Fruits & Vegetables,468,Packaging could be better.,3,No,No,4.7,Ahmedabad,Neutral,Low,Yes,In Stock,Incorrect
ORD004430,CUST5685,Blinkit,42:29.5,23,Beverages,777,Very satisfied with the service.,5,No,No,4.5,Mumbai,Neutral,Medium,Yes,Out of Stock,Correct
ORD004431,CUST4190,Blinkit,00:29.5,39,Fruits & Vegetables,596,Wrong item delivered.,1,No,Yes,2.4,Bangalore,Negative,Medium,Yes,In Stock,Incorrect
ORD004432,CUST1550,Swiggy Instamart,05:29.5,29,Grocery,899,Packaging could be better.,3,No,No,3.3,Pune,Negative,Medium,No,Out of Stock,Correct
ORD004433,CUST9364,JioMart,47:29.5,43,Fruits & Vegetables,622,Items missing from order.,2,Yes,Yes,4.5,Pune,Neutral,Medium,Yes,In Stock,Correct
ORD004634,CUST8322,Blinkit,22:29.5,19,Personal Care,1272,"Not fresh, disappointed.",2,No,Yes,1.5,Bangalore,Positive,Medium,No,Out of Stock,Correct
ORD000641,CUST4475,Blinkit,15:29.5,25,Grocery,1278,Packaging could be better.,3,No,No,3.9,Chennai,Negative,Medium,Yes,Out of Stock,Incorrect
ORD000551,CUST8564,Blinkit,48:29.5,27,Fruits & Vegetables,192,Items missing from order.,2,No,Yes,2.4,Lucknow,Positive,Low,No,Out of Stock,Incorrect
ORD004437,CUST1590,Blinkit,49:29.5,31,Beverages,687,Delivery person was rude.,2,No,Yes,3.4,Kolkata,Neutral,Medium,Yes,In Stock,Correct
ORD004438,CUST6893,Swiggy Instamart,45:29.5,32,Fruits & Vegetables,675,"Fast delivery, great service!",5,No,No,4.3,Bangalore,Neutral,Medium,No,Out of Stock,Incorrect
ORD004439,CUST4919,Swiggy Instamart,50:29.5,29,Dairy,460,Wrong item delivered.,1,No,Yes,3.9,Mumbai,Negative,Low,Yes,In Stock,Correct
ORD002166,CUST8191,Blinkit,37:29.5,27,Fruits & Vegetables,192,"Not fresh, disappointed.",2,No,Yes,2.7,Ahmedabad,Negative,High,No,Out of Stock,Correct
ORD004441,CUST3579,JioMart,33:29.5,34,Beverages,127,Excellent experience!,5,No,No,4.6,Lucknow,Negative,Low,No,Out of Stock,Correct
ORD004442,CUST2422,Blinkit,36:29.5,54,Beverages,733,"Horrible experience, never ordering again.",1,Yes,Yes,4.8,Bangalore,Negative,Medium,No,Out of Stock,Correct
ORD004443,CUST5520,JioMart,37:29.5,56,Fruits & Vegetables,142,Good quality products.,4,Yes,No,2.7,Pune,Negative,Low,No,In Stock,Incorrect
ORD000090,CUST5040,Blinkit,40:29.5,35,Fruits & Vegetables,191,Items missing from order.,2,No,Yes,1.5,Delhi,Negative,Medium,No,In Stock,Incorrect
ORD004445,CUST6785,JioMart,11:29.5,24,Snacks,420,Very satisfied with the service.,5,No,No,3.2,Jaipur,Negative,Low,Yes,In Stock,Correct
ORD004446,CUST7474,Blinkit,06:29.5,17,Dairy,138,Quick and reliable!,5,No,No,3.9,Bangalore,Negative,Low,Yes,Out of Stock,Incorrect
ORD004447,CUST7642,JioMart,42:29.5,46,Beverages,576,Delivery person was rude.,2,Yes,Yes,1.9,Ahmedabad,Negative,Medium,Yes,Out of Stock,Correct
ORD004545,CUST8836,Blinkit,36:29.5,54,Dairy,191,Packaging could be better.,3,Yes,No,2.9,Hyderabad,Positive,High,No,In Stock,Correct
ORD002735,CUST7600,Blinkit,52:29.5,26,Personal Care,1282,"Very late delivery, not happy.",2,No,Yes,3.4,Lucknow,Neutral,Medium,No,In Stock,Correct
ORD004450,CUST1251,JioMart,35:29.5,17,Grocery,922,"Horrible experience, never ordering again.",1,No,Yes,3,Mumbai,Negative,Medium,Yes,In Stock,Incorrect
ORD004451,CUST2124,Swiggy Instamart,48:29.5,31,Personal Care,1081,Good quality products.,4,No,No,3.6,Bangalore,Neutral,High,No,In Stock,Correct
ORD004452,CUST2477,JioMart,21:29.5,12,Snacks,218,Very satisfied with the service.,5,No,No,2.4,Bangalore,Neutral,Low,No,In Stock,Correct
ORD004453,CUST5661,Swiggy Instamart,46:29.5,41,Snacks,353,Quick and reliable!,5,Yes,No,3.5,Lucknow,Negative,Low,Yes,Out of Stock,Correct
ORD004608,CUST2621,Blinkit,46:29.5,34,Snacks,188,Good quality products.,4,No,No,2.6,Ahmedabad,Negative,Medium,No,In Stock,Incorrect
ORD004455,CUST6693,JioMart,33:29.5,36,Beverages,362,Quick and reliable!,5,No,No,4.3,Jaipur,Negative,Low,Yes,In Stock,Correct
ORD004456,CUST5530,JioMart,42:29.5,20,Beverages,219,"Easy to order, loved it!",5,No,No,2.6,Delhi,Neutral,Low,Yes,Out of Stock,Correct
ORD004457,CUST4707,JioMart,23:29.5,35,Grocery,605,"Fast delivery, great service!",5,No,No,2,Jaipur,Negative,Medium,Yes,Out of Stock,Correct
ORD004458,CUST4187,Swiggy Instamart,53:29.5,31,Beverages,510,"Horrible experience, never ordering again.",1,No,Yes,3,Chennai,Positive,Medium,Yes,In Stock,Incorrect
ORD004459,CUST8450,Swiggy Instamart,03:29.5,43,Snacks,271,"Not fresh, disappointed.",2,Yes,Yes,2.9,Chennai,Negative,Low,No,Out of Stock,Correct
ORD000025,CUST3615,Blinkit,06:29.5,30,Grocery,1288,Delivery person was rude.,2,No,Yes,1.1,Mumbai,Neutral,Low,No,Out of Stock,Correct
ORD004461,CUST1076,Swiggy Instamart,31:29.5,19,Personal Care,1409,Wrong item delivered.,1,No,Yes,3.9,Lucknow,Negative,High,No,In Stock,Incorrect
ORD004462,CUST5277,Swiggy Instamart,17:29.5,41,Grocery,1260,Excellent experience!,5,Yes,No,4.8,Lucknow,Neutral,High,Yes,Out of Stock,Correct
ORD003232,CUST3983,Blinkit,29:29.5,30,Grocery,1301,Excellent experience!,5,No,No,2.3,Bangalore,Positive,Low,Yes,Out of Stock,Incorrect
ORD004464,CUST7670,JioMart,52:29.5,43,Grocery,712,Very satisfied with the service.,5,Yes,No,3.3,Mumbai,Neutral,Medium,Yes,In Stock,Incorrect
ORD004465,CUST9294,JioMart,35:29.5,14,Beverages,842,Wrong item delivered.,1,No,Yes,4.5,Ahmedabad,Positive,Medium,No,Out of Stock,Correct
ORD002056,CUST4618,Blinkit,17:29.5,27,Fruits & Vegetables,185,"Horrible experience, never ordering again.",1,No,Yes,3.5,Bangalore,Positive,Low,No,Out of Stock,Correct
ORD004467,CUST2185,JioMart,28:29.5,27,Dairy,492,"Fast delivery, great service!",5,No,No,2.9,Hyderabad,Negative,Low,No,Out of Stock,Correct
ORD004468,CUST9243,Swiggy Instamart,32:29.5,30,Fruits & Vegetables,434,Delivery person was rude.,2,No,Yes,1.7,Bangalore,Neutral,Low,No,In Stock,Incorrect
ORD001919,CUST9734,Blinkit,15:29.5,28,Fruits & Vegetables,184,"Very late delivery, not happy.",2,No,Yes,2.1,Jaipur,Positive,Low,Yes,Out of Stock,Correct
ORD001318,CUST9363,Blinkit,32:29.5,20,Beverages,177,Excellent experience!,5,No,No,1.7,Pune,Positive,High,Yes,Out of Stock,Correct
ORD003165,CUST4951,Blinkit,56:29.5,15,Grocery,1341,"Not fresh, disappointed.",2,No,Yes,4.9,Mumbai,Neutral,Medium,Yes,Out of Stock,Incorrect
ORD004472,CUST9409,JioMart,13:29.5,14,Personal Care,671,Good quality products.,4,No,No,3.7,Chennai,Negative,Medium,Yes,In Stock,Correct
ORD004473,CUST5222,Blinkit,04:29.5,22,Dairy,587,"Not fresh, disappointed.",2,No,Yes,3.6,Delhi,Positive,Medium,No,In Stock,Incorrect
ORD003720,CUST9095,Blinkit,52:29.5,42,Dairy,177,Packaging could be better.,3,Yes,No,3.3,Delhi,Negative,Low,Yes,Out of Stock,Incorrect
ORD004475,CUST5098,Blinkit,24:29.5,26,Personal Care,435,"Not fresh, disappointed.",2,No,Yes,2.3,Ahmedabad,Negative,Low,No,In Stock,Incorrect
ORD004476,CUST8254,JioMart,26:29.5,37,Beverages,501,Very satisfied with the service.,5,No,No,3.2,Ahmedabad,Positive,Medium,No,In Stock,Correct
ORD004477,CUST7178,Swiggy Instamart,12:29.5,20,Dairy,351,"Very late delivery, not happy.",2,No,Yes,1.5,Hyderabad,Positive,Low,No,In Stock,Correct
ORD004618,CUST6914,Blinkit,49:29.5,35,Snacks,175,"Fast delivery, great service!",5,No,No,1.9,Delhi,Neutral,Low,No,In Stock,Correct
ORD004479,CUST4985,Swiggy Instamart,46:29.5,35,Personal Care,1153,Items missing from order.,2,No,Yes,4,Kolkata,Negative,High,Yes,Out of Stock,Incorrect
ORD004480,CUST6565,JioMart,22:29.5,40,Fruits & Vegetables,88,Very satisfied with the service.,5,No,No,3.3,Ahmedabad,Neutral,Low,Yes,In Stock,Incorrect
ORD004481,CUST8517,JioMart,04:29.5,26,Grocery,1495,"Easy to order, loved it!",5,No,No,4.1,Kolkata,Positive,High,Yes,Out of Stock,Correct
ORD004482,CUST8548,JioMart,15:29.5,45,Fruits & Vegetables,105,Excellent experience!,5,Yes,No,1.9,Ahmedabad,Positive,Low,No,Out of Stock,Correct
ORD004483,CUST1448,JioMart,41:29.5,27,Grocery,295,Items missing from order.,2,No,Yes,1.9,Hyderabad,Negative,Low,No,In Stock,Incorrect
ORD004484,CUST8896,Swiggy Instamart,15:29.5,38,Fruits & Vegetables,365,"Fast delivery, great service!",5,No,No,4.5,Ahmedabad,Neutral,Low,Yes,Out of Stock,Correct
ORD003957,CUST7349,Blinkit,58:29.5,37,Snacks,174,"Very late delivery, not happy.",2,No,Yes,3.2,Chennai,Negative,Low,Yes,Out of Stock,Incorrect
ORD004486,CUST5224,JioMart,29:29.5,42,Dairy,308,Excellent experience!,5,Yes,No,3.1,Lucknow,Positive,Low,No,Out of Stock,Incorrect
ORD004487,CUST2106,JioMart,40:29.5,28,Beverages,990,Packaging could be better.,3,No,No,4,Hyderabad,Neutral,Medium,Yes,Out of Stock,Correct
ORD004488,CUST7269,Swiggy Instamart,50:29.5,18,Dairy,411,Packaging could be better.,3,No,No,4.2,Kolkata,Positive,Low,Yes,Out of Stock,Incorrect
ORD004489,CUST4610,Swiggy Instamart,12:29.5,20,Beverages,166,Excellent experience!,5,No,No,4,Hyderabad,Positive,Low,Yes,In Stock,Incorrect
ORD004490,CUST4767,JioMart,08:29.5,20,Snacks,403,Items missing from order.,2,No,Yes,1.5,Kolkata,Negative,Low,No,Out of Stock,Correct
ORD000574,CUST1508,Blinkit,50:29.5,37,Personal Care,1354,Good quality products.,4,No,No,4,Kolkata,Negative,Low,Yes,Out of Stock,Incorrect
ORD003965,CUST4695,Blinkit,04:29.5,26,Grocery,1360,Good quality products.,4,No,No,1.4,Hyderabad,Positive,Low,No,In Stock,Correct
ORD004493,CUST6785,JioMart,08:29.5,36,Grocery,692,"Horrible experience, never ordering again.",1,No,Yes,1.2,Jaipur,Positive,Medium,No,Out of Stock,Incorrect
ORD004494,CUST9462,Swiggy Instamart,32:29.5,37,Snacks,291,Excellent experience!,5,No,No,1.3,Hyderabad,Negative,Low,No,Out of Stock,Incorrect
ORD004495,CUST9776,JioMart,29:29.5,39,Dairy,219,Good quality products.,4,No,No,2.6,Jaipur,Positive,Low,Yes,Out of Stock,Incorrect
ORD004496,CUST1159,JioMart,21:29.5,39,Fruits & Vegetables,164,"Horrible experience, never ordering again.",1,No,Yes,4.7,Kolkata,Positive,Low,Yes,Out of Stock,Incorrect
ORD004497,CUST5314,Swiggy Instamart,15:29.5,28,Snacks,62,"Fast delivery, great service!",5,No,No,1.3,Kolkata,Negative,Low,Yes,In Stock,Correct
ORD004498,CUST5067,JioMart,52:29.5,36,Beverages,827,"Fast delivery, great service!",5,No,No,3.3,Ahmedabad,Positive,Medium,No,Out of Stock,Correct
ORD004499,CUST5706,JioMart,14:29.5,27,Fruits & Vegetables,175,"Very late delivery, not happy.",2,No,Yes,2.7,Ahmedabad,Negative,Low,Yes,In Stock,Correct
ORD004500,CUST2523,JioMart,55:29.5,33,Personal Care,1084,"Very late delivery, not happy.",2,No,Yes,3.5,Ahmedabad,Neutral,High,No,In Stock,Incorrect
ORD004501,CUST7536,Swiggy Instamart,02:29.5,27,Dairy,561,"Easy to order, loved it!",5,No,No,3.4,Jaipur,Neutral,Medium,Yes,Out of Stock,Correct
ORD004016,CUST6911,Blinkit,46:29.5,20,Personal Care,1362,"Easy to order, loved it!",5,No,No,2.8,Hyderabad,Neutral,Medium,No,Out of Stock,Correct
